PROVINCIA;COMARCA;MUNICIPIO;GRUPO DE CULTIVO;CULTIVO;SUPERFICIE CULTIVADA (ha);DOTACION (m3/ha);CONSUMO ESTIMADO (m3);PRECIO MEDIO AGUA (euros/m3);COSTE ESTIMADO (euros)
VALENCIA;LA CANAL DE NAVARRES;ANNA;CEREALES PARA GRANO;AVENA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA CANAL DE NAVARRES;BICORP;CEREALES PARA GRANO;TRIGO;8,00;3438,77;27510,14;1,19;32722,82
VALENCIA;LA CANAL DE NAVARRES;BOLBAITE;CULTIVOS INDUSTRIALES;TABACO (SECO NO FERMENT.);1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;CHELLA;CEREALES PARA GRANO;AVENA;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;LA CANAL DE NAVARRES;ENGUERA;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;MILLARES;HORTALIZAS;PIMIENTO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA CANAL DE NAVARRES;NAVARRES;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA CANAL DE NAVARRES;QUESA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;ALCUDIA DE CRESPINS (L');HORTALIZAS;PEREJIL;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;BARXETA;CEREALES PARA GRANO;SORGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA COSTERA;CANALS;HORTALIZAS;COL Y REPOLLO;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA COSTERA;CERDA;HORTALIZAS;ESPINACA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA COSTERA;ESTUBENY;CITRICOS;NARANJO DULCE;78,00;3438,77;268223,91;1,19;319047,47
VALENCIA;LA COSTERA;FONT DE LA FIGUERA (LA);CEREALES PARA GRANO;TRIGO;14,00;3438,77;48142,75;1,19;57264,93
VALENCIA;LA COSTERA;GENOVES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;GRANJA DE LA COSTERA (LA);HORTALIZAS;AJO TIERNO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;LLANERA DE RANES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA COSTERA;LLOCNOU D'EN FENOLLET;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;LLOSA DE RANES (LA);HORTALIZAS;AJO TIERNO;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;LA COSTERA;MOGENTE/MOIXENT;CEREALES PARA GRANO;TRIGO;51,00;3438,77;175377,17;1,19;208607,96
VALENCIA;LA COSTERA;MONTESA;CULTIVOS INDUSTRIALES;LAVANDA Y LAVANDIN;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA COSTERA;NOVELE/NOVETLE;HORTALIZAS;LECHUGA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;ROTGLA I CORBERA;HORTALIZAS;LECHUGA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA COSTERA;TORRELLA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;VALLADA;CEREALES PARA GRANO;CEBADA;6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;LA COSTERA;VALLES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA COSTERA;XATIVA;CEREALES PARA GRANO;AVENA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA HOYA DE BUNOL;ALBORACHE;CITRICOS;NARANJO DULCE;34,00;3438,77;116918,12;1,19;139071,97
VALENCIA;LA HOYA DE BUNOL;BUNOL;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA HOYA DE BUNOL;CHESTE;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA HOYA DE BUNOL;CHIVA;CEREALES PARA GRANO;AVENA;19,00;3438,77;65336,59;1,19;77716,69
VALENCIA;LA HOYA DE BUNOL;DOS AGUAS;CULTIVOS FORRAJEROS;VEZA PARA FORRAJE;17,00;3438,77;58459,06;1,19;69535,99
VALENCIA;LA HOYA DE BUNOL;GODELLETA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA HOYA DE BUNOL;MACASTRE;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA HOYA DE BUNOL;SIETE AGUAS;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA HOYA DE BUNOL;YATOVA;FRUTALES;MELOCOTONERO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA PLANA DE UTIEL-REQUENA;CAMPORROBLES;CEREALES PARA GRANO;TRIGO;128,00;3438,77;440162,32;1,19;523565,07
VALENCIA;LA PLANA DE UTIEL-REQUENA;CAUDETE DE LAS FUENTES;CEREALES PARA GRANO;TRIGO;30,00;3438,77;103163,04;1,19;122710,56
VALENCIA;LA PLANA DE UTIEL-REQUENA;CHERA;FRUTALES;CIRUELO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA PLANA DE UTIEL-REQUENA;FUENTERROBLES;CEREALES PARA GRANO;TRIGO;31,00;3438,77;106601,81;1,19;126800,92
VALENCIA;LA PLANA DE UTIEL-REQUENA;REQUENA;CEREALES PARA GRANO;TRIGO;357,00;3438,77;1227640,22;1,19;1460255,71
VALENCIA;LA PLANA DE UTIEL-REQUENA;SINARCAS;CEREALES PARA GRANO;TRIGO;264,00;3438,77;907834,78;1,19;1079852,96
VALENCIA;LA PLANA DE UTIEL-REQUENA;UTIEL;CEREALES PARA GRANO;TRIGO;77,00;3438,77;264785,14;1,19;314957,11
VALENCIA;LA PLANA DE UTIEL-REQUENA;VENTA DEL MORO;CEREALES PARA GRANO;TRIGO;204,00;3438,77;701508,70;1,19;834431,84
VALENCIA;LA PLANA DE UTIEL-REQUENA;VILLARGORDO DEL CABRIEL;CEREALES PARA GRANO;TRIGO;18,00;3438,77;61897,83;1,19;73626,34
VALENCIA;LA RIBERA ALTA;ALBERIC;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;ALCANTERA DE XUQUER;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;ALCUDIA (L');TUBERCULOS C. HUMANO;BONIATO Y BATATA;92,00;3438,77;316366,67;1,19;376312,40
VALENCIA;LA RIBERA ALTA;ALFARP;FLORES Y P. ORNAMENTALES;OTRAS FLORES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;ALGEMESI;CEREALES PARA GRANO;ARROZ (CASCARA);93,00;3438,77;319805,43;1,19;380402,75
VALENCIA;LA RIBERA ALTA;ALGINET;TUBERCULOS C. HUMANO;PATATA TEMPRANA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA RIBERA ALTA;ALZIRA;TUBERCULOS C. HUMANO;PATATA TEMPRANA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;ANTELLA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;BENEIXIDA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;BENIFAIO;CEREALES PARA GRANO;MAIZ;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;BENIMODO;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;BENIMUSLEM;TUBERCULOS C. HUMANO;PATATA TARDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;CARCAIXENT;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;35,00;3438,77;120356,88;1,19;143162,32
VALENCIA;LA RIBERA ALTA;CARCER;CITRICOS;NARANJO DULCE;330,00;3438,77;1134793,48;1,19;1349816,21
VALENCIA;LA RIBERA ALTA;CARLET;TUBERCULOS C. HUMANO;PATATA TARDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;CATADAU;FLORES Y P. ORNAMENTALES;OTRAS FLORES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;COTES;CITRICOS;NARANJO DULCE;208,00;3438,77;715263,77;1,19;850793,25
VALENCIA;LA RIBERA ALTA;ENOVA (L');CITRICOS;NARANJO DULCE;269,00;3438,77;925028,62;1,19;1100304,73
VALENCIA;LA RIBERA ALTA;GAVARDA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;GUADASSUAR;CEREALES PARA GRANO;AVENA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;LLOMBAI;FLORES Y P. ORNAMENTALES;OTRAS FLORES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;MANUEL;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;MASALAVES;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;MONTROY;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LA RIBERA ALTA;MONTSERRAT;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;POBLA LLARGA (LA);FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;RAFELGUARAF;CULTIVOS FORRAJEROS;ALFALFA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;REAL;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA ALTA;SANT JOANET;CITRICOS;NARANJO DULCE;115,00;3438,77;395458,33;1,19;470390,50
VALENCIA;LA RIBERA ALTA;SELLENT;CITRICOS;NARANJO DULCE;251,00;3438,77;863130,80;1,19;1026678,39
VALENCIA;LA RIBERA ALTA;SENYERA;CITRICOS;NARANJO DULCE;133,00;3438,77;457356,16;1,19;544016,83
VALENCIA;LA RIBERA ALTA;SUMACARCER;CITRICOS;NARANJO DULCE;285,00;3438,77;980048,91;1,19;1165750,36
VALENCIA;LA RIBERA ALTA;TOUS;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA ALTA;TURIS;CEREALES PARA GRANO;TRIGO;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA RIBERA ALTA;VILLANUEVA DE CASTELLON;HORTALIZAS;SANDIA;14,00;3438,77;48142,75;1,19;57264,93
VALENCIA;LA RIBERA BAIXA;ALBALAT DE LA RIBERA;CEREALES PARA GRANO;ARROZ (CASCARA);339,00;3438,77;1165742,39;1,19;1386629,38
VALENCIA;LA RIBERA BAIXA;ALMUSSAFES;TUBERCULOS C. HUMANO;PATATA TEMPRANA;18,00;3438,77;61897,83;1,19;73626,34
VALENCIA;LA RIBERA BAIXA;BENICULL DE XUQUER;CITRICOS;NARANJO DULCE;168,00;3438,77;577713,04;1,19;687179,16
VALENCIA;LA RIBERA BAIXA;CORBERA;CEREALES PARA GRANO;ARROZ (CASCARA);297,00;3438,77;1021314,13;1,19;1214834,59
VALENCIA;LA RIBERA BAIXA;CULLERA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA RIBERA BAIXA;FAVARA;CEREALES PARA GRANO;ARROZ (CASCARA);20,00;3438,77;68775,36;1,19;81807,04
VALENCIA;LA RIBERA BAIXA;FORTALENY;CEREALES PARA GRANO;ARROZ (CASCARA);158,00;3438,77;543325,36;1,19;646275,64
VALENCIA;LA RIBERA BAIXA;LLAURI;CEREALES PARA GRANO;ARROZ (CASCARA);107,00;3438,77;367948,19;1,19;437667,68
VALENCIA;LA RIBERA BAIXA;POLINYA DE XUQUER;CEREALES PARA GRANO;ARROZ (CASCARA);6,00;3438,77;20632,61;1,19;24542,11
VALENCIA;LA RIBERA BAIXA;RIOLA;CEREALES PARA GRANO;ARROZ (CASCARA);161,00;3438,77;553641,67;1,19;658546,69
VALENCIA;LA RIBERA BAIXA;SOLLANA;CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA RIBERA BAIXA;SUECA;CEREALES PARA GRANO;ARROZ (CASCARA);6071,00;3438,77;20876761,23;1,19;24832527,84
VALENCIA;LA SAFOR;ADOR;CITRICOS;NARANJO DULCE;137,00;3438,77;471111,23;1,19;560378,24
VALENCIA;LA SAFOR;ALFAUIR;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;ALMISERA;CITRICOS;NARANJO DULCE;77,00;3438,77;264785,14;1,19;314957,11
VALENCIA;LA SAFOR;ALMOINES;CITRICOS;NARANJO DULCE;55,00;3438,77;189132,25;1,19;224969,37
VALENCIA;LA SAFOR;ALQUERIA DE LA COMTESSA (L');CITRICOS;NARANJO DULCE;37,00;3438,77;127234,42;1,19;151343,03
VALENCIA;LA SAFOR;BARX;CITRICOS;NARANJO DULCE;15,00;3438,77;51581,52;1,19;61355,28
VALENCIA;LA SAFOR;BELLREGUARD;CITRICOS;NARANJO DULCE;88,00;3438,77;302611,59;1,19;359950,99
VALENCIA;LA SAFOR;BENIARJO;CITRICOS;NARANJO DULCE;110,00;3438,77;378264,49;1,19;449938,74
VALENCIA;LA SAFOR;BENIFAIRO DE LA VALLDIGNA;HORTALIZAS;PIMIENTO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA SAFOR;BENIFLA;CITRICOS;NARANJO DULCE;20,00;3438,77;68775,36;1,19;81807,04
VALENCIA;LA SAFOR;BENIRREDRA;CITRICOS;NARANJO DULCE;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;LA SAFOR;CASTELLONET DE LA CONQUESTA;CITRICOS;NARANJO DULCE;78,00;3438,77;268223,91;1,19;319047,47
VALENCIA;LA SAFOR;DAIMUS;CITRICOS;NARANJO DULCE;54,00;3438,77;185693,48;1,19;220879,02
VALENCIA;LA SAFOR;FONT D'EN CARROS (LA);CITRICOS;NARANJO DULCE;89,00;3438,77;306050,36;1,19;364041,34
VALENCIA;LA SAFOR;GANDIA;CEREALES PARA GRANO;AVENA;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA SAFOR;GUARDAMAR DE LA SAFOR;CITRICOS;NARANJO DULCE;25,00;3438,77;85969,20;1,19;102258,80
VALENCIA;LA SAFOR;LLOCNOU DE SANT JERONI;CITRICOS;NARANJO DULCE;73,00;3438,77;251030,07;1,19;298595,71
VALENCIA;LA SAFOR;MIRAMAR;CITRICOS;NARANJO DULCE;40,00;3438,77;137550,72;1,19;163614,09
VALENCIA;LA SAFOR;OLIVA;CEREALES PARA GRANO;ARROZ (CASCARA);71,00;3438,77;244152,54;1,19;290415,00
VALENCIA;LA SAFOR;PALMA DE GANDIA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;PALMERA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;PILES;CITRICOS;NARANJO DULCE;100,00;3438,77;343876,81;1,19;409035,21
VALENCIA;LA SAFOR;POTRIES;CITRICOS;NARANJO DULCE;48,00;3438,77;165060,87;1,19;196336,90
VALENCIA;LA SAFOR;RAFELCOFER;CITRICOS;NARANJO DULCE;85,00;3438,77;292295,29;1,19;347679,93
VALENCIA;LA SAFOR;REAL DE GANDIA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;ROTOVA;CITRICOS;NARANJO DULCE;80,00;3438,77;275101,45;1,19;327228,17
VALENCIA;LA SAFOR;SIMAT DE LA VALLDIGNA;CITRICOS;NARANJO DULCE;319,00;3438,77;1096967,03;1,19;1304822,33
VALENCIA;LA SAFOR;TAVERNES DE LA VALLDIGNA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;17,00;3438,77;58459,06;1,19;69535,99
VALENCIA;LA SAFOR;VILLALONGA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;XERACO;FLORES Y P. ORNAMENTALES;ROSA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA SAFOR;XERESA;CEREALES PARA GRANO;CEBADA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;LA VALL D'ALBAIDA;AGULLENT;LEGUMINOSAS GRANO;GUISANTE SECO;12,00;3438,77;41265,22;1,19;49084,23
VALENCIA;LA VALL D'ALBAIDA;AIELO DE MALFERIT;CULTIVOS INDUSTRIALES;OTROS CULTIVOS INDUSTRIA.;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;AIELO DE RUGAT;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;ALBAIDA;CEREALES PARA GRANO;TRIGO;10,00;3438,77;34387,68;1,19;40903,52
VALENCIA;LA VALL D'ALBAIDA;ALFARRASI;HORTALIZAS;SANDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;ATZENETA D'ALBAIDA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;BELGIDA;HORTALIZAS;SANDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;BELLUS;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;BENIATJAR;CITRICOS;NARANJO DULCE;10,00;3438,77;34387,68;1,19;40903,52
VALENCIA;LA VALL D'ALBAIDA;BENICOLET;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;BENIGANIM;CEREALES PARA GRANO;AVENA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;BENISSODA;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;BENISUERA;FRUTALES;MELOCOTONERO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;BOCAIRENT;CEREALES PARA GRANO;TRIGO;102,00;3438,77;350754,35;1,19;417215,92
VALENCIA;LA VALL D'ALBAIDA;BUFALI;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;CARRICOLA;HORTALIZAS;SANDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;CASTELLO DE RUGAT;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;FONTANARS DELS ALFORINS;CEREALES PARA GRANO;TRIGO;106,00;3438,77;364509,42;1,19;433577,33
VALENCIA;LA VALL D'ALBAIDA;GUADASEQUIES;CULTIVOS FORRAJEROS;VEZA PARA FORRAJE;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;LLUTXENT;HORTALIZAS;LECHUGA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;LA VALL D'ALBAIDA;MONTAVERNER;HORTALIZAS;JUDIA VERDE;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;MONTITXELVO/MONTICHELVO;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;OLLERIA (L');CEREALES PARA GRANO;TRIGO;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;ONTINYENT;CEREALES PARA GRANO;CEBADA;137,00;3438,77;471111,23;1,19;560378,24
VALENCIA;LA VALL D'ALBAIDA;OTOS;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;PALOMAR (EL);CITRICOS;NARANJO DULCE;11,00;3438,77;37826,45;1,19;44993,87
VALENCIA;LA VALL D'ALBAIDA;PINET;CITRICOS;NARANJO DULCE;9,00;3438,77;30948,91;1,19;36813,17
VALENCIA;LA VALL D'ALBAIDA;POBLA DEL DUC (LA);CEREALES PARA GRANO;CEBADA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;QUATRETONDA;CULTIVOS FORRAJEROS;VEZA PARA FORRAJE;31,00;3438,77;106601,81;1,19;126800,92
VALENCIA;LA VALL D'ALBAIDA;RAFOL DE SALEM;CITRICOS;MANDARINO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;RUGAT;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LA VALL D'ALBAIDA;SALEM;CITRICOS;NARANJO DULCE;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;LA VALL D'ALBAIDA;SEMPERE;HORTALIZAS;SANDIA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LA VALL D'ALBAIDA;TERRATEIG;HORTALIZAS;SANDIA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;ALCUBLAS;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;ALPUENTE;CEREALES PARA GRANO;TRIGO;85,00;3438,77;292295,29;1,19;347679,93
VALENCIA;LOS SERRANOS;ANDILLA;CEREALES PARA GRANO;TRIGO;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;LOS SERRANOS;ARAS DE LOS OLMOS;CEREALES PARA GRANO;CEBADA;62,00;3438,77;213203,62;1,19;253601,83
VALENCIA;LOS SERRANOS;BENAGEBER;CEREALES PARA GRANO;TRIGO;14,00;3438,77;48142,75;1,19;57264,93
VALENCIA;LOS SERRANOS;BUGARRA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;LOS SERRANOS;CALLES;CEREALES PARA GRANO;CEBADA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LOS SERRANOS;CHELVA;CEREALES PARA GRANO;TRIGO;126,00;3438,77;433284,78;1,19;515384,37
VALENCIA;LOS SERRANOS;CHULILLA;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;DOMENO;HORTALIZAS;ALCACHOFA;3,00;3438,77;10316,30;1,19;12271,06
VALENCIA;LOS SERRANOS;GESTALGAR;CEREALES PARA GRANO;AVENA;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;HIGUERUELAS;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;LOSA DEL OBISPO;CEREALES PARA GRANO;AVENA;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LOS SERRANOS;PEDRALBA;FLORES Y P. ORNAMENTALES;PLANTAS ORNAMENTALES;2,00;3438,77;6877,54;1,19;8180,70
VALENCIA;LOS SERRANOS;SOT DE CHERA;CITRICOS;NARANJO DULCE;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;LOS SERRANOS;TITAGUAS;CEREALES PARA GRANO;TRIGO;59,00;3438,77;202887,32;1,19;241330,78
VALENCIA;LOS SERRANOS;TUEJAR;CEREALES PARA GRANO;TRIGO;17,00;3438,77;58459,06;1,19;69535,99
VALENCIA;LOS SERRANOS;VILLAR DEL ARZOBISPO;CEREALES PARA GRANO;TRIGO;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;LOS SERRANOS;YESA (LA);CEREALES PARA GRANO;TRIGO;19,00;3438,77;65336,59;1,19;77716,69
VALENCIA;RINCON DE ADEMUZ;ADEMUZ;CEREALES PARA GRANO;TRIGO;40,00;3438,77;137550,72;1,19;163614,09
VALENCIA;RINCON DE ADEMUZ;CASAS ALTAS;CEREALES PARA GRANO;TRIGO;5,00;3438,77;17193,84;1,19;20451,76
VALENCIA;RINCON DE ADEMUZ;CASAS BAJAS;CULTIVOS INDUSTRIALES;OTROS CULTIVOS INDUSTRIA.;1,00;3438,77;3438,77;1,19;4090,35
VALENCIA;RINCON DE ADEMUZ;CASTIELFABIB;CEREALES PARA GRANO;TRIGO;81,00;3438,77;278540,22;1,19;331318,52
VALENCIA;RINCON DE ADEMUZ;PUEBLA DE SAN MIGUEL;CEREALES PARA GRANO;CEBADA;15,00;3438,77;51581,52;1,19;61355,28
VALENCIA;RINCON DE ADEMUZ;TORREBAJA;CEREALES PARA GRANO;AVENA;4,00;3438,77;13755,07;1,19;16361,41
VALENCIA;RINCON DE ADEMUZ;VALLANCA;CEREALES PARA GRANO;TRIGO;7,00;3438,77;24071,38;1,19;28632,46
VALENCIA;VALENCIA;VALENCIA;CEREALES PARA GRANO;ARROZ (CASCARA);854,00;3438,77;2936707,97;1,19;3493160,73
